Tweet,Publication Date
RT @UN: Indonesia: @UNReliefChief has allocated $15M from @UNCERF to support the government in providing life-saving help to those affected…,Thu Oct 04 05:14:06 +0000 2018
RT @UNDPArabic: GOAL 2 of the Sustainable Development Goals #SDGs focuses on ending hunger across the world. How can your actions help to e…,Thu Oct 04 04:07:40 +0000 2018
How many articles are in the @UN Universal Declaration of #HumanRights? https://t.co/DF6l6UEt9c #Standup4HumanRights #UDHR70 https://t.co/NXgd6bo2I9,Thu Oct 04 04:00:07 +0000 2018
"RT @UNDPasiapac: ""To bring a person back from the clutches of an extreme ideology, you need to delve a little deeper into their personal st…",Thu Oct 04 03:08:34 +0000 2018
"How does climate change affect your 🐝🐝🐝? 
""The nights are cold. The days are utterly hot. Bees get tired too and don't want to fly anywhere. The flow of honey is not the same now,"" says Vera, a beekeeper in Kazakhstan: https://t.co/1w0ZHyBn0l #COP24 #Climate2020 https://t.co/siGcc8SA3n",Thu Oct 04 02:00:11 +0000 2018
"Between 2014-2017 alone, 4.1 million people, half of whom were women, exercised their legal rights through our legal aid services in 39 countries. See 70 years of #Standup4HumanRights stories: https://t.co/HaKSUStb8w #UDHR70 https://t.co/LxrWTfXc3F",Thu Oct 04 00:00:27 +0000 2018
"Remembering the life &amp; legacy of #MahatmaGandhi, a life of #NonViolence in action. Gandhi’s philosophy is reflected in the words ‘leave no one behind’ a central tenet of the #SDGs. Read @ASteiner remarks at the Commemoration of Int'l Day of Non-Violence: https://t.co/wNhjOGZnwH https://t.co/OhfXJkYkiU",Wed Oct 03 22:00:18 +0000 2018
"Our @unredd partnership w/ @UNEnvironment &amp; @FAO turns 10 today🎉. W/ invaluable support from 🇩🇰 🇯🇵 🇱🇺 🇳🇴 🇪🇸 🇨🇭 🇪🇺, today, 64 countries are now part of 🌎🌍🌏 the partnership to ⬇️ CO2 &amp; preserve🌳🌳🌳for future generations: https://t.co/jhgUPhT3QD #Climate2020 https://t.co/NrxT7ZnWOP",Wed Oct 03 21:42:02 +0000 2018
"Ahead of #WorldTeachersDay, see how @UNDP_Pakistan &amp; @USAID are rehabilitating 300 schools with electricity &amp; water. The aim? Schools for children of displaced families returning to this remote part of Pakistan. 
https://t.co/Blk2xl6EyF
#Education4All #BuildPeace https://t.co/xuH8qbKACF",Wed Oct 03 20:31:25 +0000 2018
The Fourth Digital Revolution may widen the gap between the ‘haves’ and ‘have-nots’. Here’s how we’re working to make tech work for #SDGImpact: https://t.co/GWJYrZ8ZtQ #Tech2030 #NextGenUNDP https://t.co/ngrFBX0UJi,Wed Oct 03 19:06:54 +0000 2018
Our #TaxInspectors w/o Borders Initiative w/ @OECD spans 44 programmes across the globe. @TIWB_News inspectors have 🔎 US$414M of additional tax revenue for govts. Tune into our 4 Oct webinar at 11AM EDT. Follow the #TIWB's annual results launch! https://t.co/vpIuIt8eGU #OpenGov https://t.co/m9s70SYJRB,Wed Oct 03 17:43:36 +0000 2018
"Demand for freshwater is expected to increase by nearly one-third by 2050. Divided by oceans, six island nations team up to create solutions for one common challenge. #Climate2020 
https://t.co/i8IbhzIyWY",Wed Oct 03 16:17:59 +0000 2018
"Most Tuberculosis is curable &amp; preventable. So why is TB still 1 of the top 10 most lethal diseases worldwide? From mobile diagostics machines to clinics on boats, @Mandeep_Dh highlights our cutting edge innovations to #ENdTB.
https://t.co/uR2kgGyARZ",Wed Oct 03 01:00:16 +0000 2018
"RT @UNDPEurasia: In our region, few people are insured against disaster. Could catastrophe bonds be the answer? On Thursday, we're teaming…",Tue Oct 02 23:59:54 +0000 2018
"RT @UNYouthEnvoy: Achim Steiner @ASteiner, @UNDP Administrator, says that ""challenges like inequality, violent extremism, climate change &amp;…",Tue Oct 02 23:35:04 +0000 2018
"Women = 101 out of 16,829 local administrators who represent local govt in Myanmar. Meet 2 pioneers breaking new paths for #WomeninPolitics. Funded by @japan , it's part of  @UNDP_Myanmar's &amp; @UN_Women's governance work to ⬆️  #genderequality: https://t.co/mRUhvwHodo https://t.co/2jweNb6hn5",Tue Oct 02 22:20:26 +0000 2018
"From the world's 1st #opensource platform for tracking global biodiversity to mobile solutions that expand #Health4All, #NextGenUNDP is about harnessing #Tech2030 to create #SDGImpact.
https://t.co/6mviOOFMZC",Tue Oct 02 19:33:40 +0000 2018
"Engineering student Mariam prepares Iraqi food w/ classmates in their dorm. On #NonViolenceDay, visit a @undpiniraq-rehabilitated dorm that once housed bombs. After Mosul's liberation from ISIS, we turned it into a dorm for female university students: https://t.co/p0v4jeQvZh https://t.co/XUvBP2rFXt",Tue Oct 02 16:00:58 +0000 2018
"A week after disaster strikes, our teams are already assessing  recovery needs. This is the vital step for shaping recovery plans that enable people to get back on their feet faster. @RitaMissal explains the #PDNA, the vital tool for recovery work. 
https://t.co/zlAkjiHBvE",Tue Oct 02 14:38:00 +0000 2018
RT @Businessworthy: Do you know a #businessworthy leader who stands up for #ethical #business? Nominate them for the 2019 Oslo Business for…,Tue Oct 02 14:18:31 +0000 2018
RT @UNDPYEMEN: Within millions of people in #Yemen having no access to #CleanWater &amp; living under fears of new outbreak of #Cholera due to…,Tue Oct 02 11:35:29 +0000 2018
"Pilgrims leave 8M tons of flowers on the banks of the #GangesRiver each yr. The 🌺 contain arsenic, lead &amp; other toxic fertilizers. India is using frontier tech to grow organic &amp; ♻️ 🌺  into the #circulareconomy!
https://t.co/Ou6aMMQ4yL #WorldHabitatDay #wastewisecities",Tue Oct 02 10:00:34 +0000 2018
"During rainy season, garbage blocks drains &amp; worsens flooding &amp; the spread of waterborne diseases in the slums of Freetown. Meet the young biz owners who upcycling plastic waste to #BeatPlasticPollution in #SierraLeone. 
https://t.co/mMgaEYWq5E #WorldHabitatDay #wastewisecities https://t.co/NCn91Xuc40",Tue Oct 02 07:00:00 +0000 2018
"One garbage truck load of plastic waste enters the ocean every minute. Rivers that connect to cities are the largest source of #plasticpollution. #WorldHabitatDay #wastewisecities 
https://t.co/gN88xQ6UQx https://t.co/7yDItauGhu",Tue Oct 02 04:00:00 +0000 2018
"90% of the world's plastic waste ends up in the ocean. Can #circulareconomy solve the world's plastic problem? @NickBeresford2 explains examples from Cambodia on #WorldHabitatDay:
https://t.co/Zakxwt8FfK #wastewisecities https://t.co/dMxuOtQ9JZ",Tue Oct 02 00:00:21 +0000 2018
"RT @UNDP_Pakistan: Today is the Int'l Day of #OlderPersons
Thanks to the leadership of 103-year-old Muhammad Jan, over 5,802 people benefit…",Mon Oct 01 23:40:46 +0000 2018
"Can a simple thing like tap water ⬆️ #womensrights? Yes! On the International Day of Older Persons, meet a grandma whose legacy has broken womens' &amp; girls' biggest barrier to education &amp; paid work. #IDOP2018
https://t.co/7Oew2vZaVz",Mon Oct 01 22:00:35 +0000 2018
"No country is immune to automation. Some countries will see job loss ranging 55% to 85%. How can the #SDGs prepare workers for the age of AI? @bkumpf to @forumdc:
https://t.co/4DshmXOEAT #Tech2030 https://t.co/IdI1j0ID5x",Mon Oct 01 20:03:14 +0000 2018
"RT @HDRUNDP: By 2050, there will be 2x as many people ages 60+ than there are today which will have a profound impact on the #2030Agenda. T…",Mon Oct 01 19:24:51 +0000 2018
RT @UNDPAfrica: For #WorldHabitatDay see how recycling and reusing plastic littering in Sierra Leone's slums help turn cities into #WasteWi…,Mon Oct 01 17:33:12 +0000 2018
"""All human beings are born free and equal in dignity and rights.""
To #Standup4HumanRights, one must understand what their universal #humanrights are. See the @UN Universal Declaration of Human Rights.   
https://t.co/OCUByDaZTc #UDHR70 https://t.co/dZkpsWIm9J",Mon Oct 01 14:57:05 +0000 2018
RT @UNDPIndonesia: We’re deeply saddened by the loss of life &amp; the injuries following the #earthquake and tsunami in Sulawesi. We're in clo…,Mon Oct 01 11:04:03 +0000 2018
"We need the world’s top talent to join our Leadership Team. Are you ready to do remarkable things at @UNDP for #GlobalDev? Click on the link to apply to our Associate Administrator opening. Join our #NextGenUNDP journey:
https://t.co/W4BqD1nF1c https://t.co/oRATa3JAVo",Mon Oct 01 02:06:53 +0000 2018
"In 2015 alone, migrants contributed to 9.4% of the global GDP—about US$6.7 trillion. @OwenShumba explains the Global Compact on Migration. https://t.co/lblrvOw0uj",Sun Sep 30 22:15:12 +0000 2018
RT @UNDPAfrica: Don't miss our #IATIResearchChallenge for young journalists between 15 and 25! Submit a 700-1000 words story using @IATI_ai…,Sun Sep 30 18:39:15 +0000 2018
Recycling flowers to save the #GangesRiver? Pilgrims leave 8M tonnes of flowers on the banks of this ancient river. Arsenic &amp; toxic fertilizers from 🌺 end up polluting the river. This #socent is turning to the #circulareconomy to #BeatPollution. https://t.co/Z64kkIgNYg,Sun Sep 30 13:17:47 +0000 2018
"RT @UNDPUkraine: An inspirational story about 2 women who opened a ☕️shop in conflict-affected #Sloviansk, E.Ukraine, that proved to be a f…",Sun Sep 30 12:09:42 +0000 2018
"Achieving the #SDGs will create $12 trillion of new market opportunities in food and agriculture, cities, energy and materials, and health. See how investors can create #SDGImpact.  https://t.co/HvLPCzTg0T",Sat Sep 29 21:09:28 +0000 2018
RT @UN: Animals feature in 20% of ads. Yet 9/10 most popular animals used are endangered or threatened. The @undp-supported #LionsShare ini…,Sat Sep 29 19:32:59 +0000 2018
"In the past 3 decades, Mongolia has lost 40% of #BlueGold, the glaciers that provide lifesaving 💧. Preserving our future on Earth must begin w/ daily individual action to 🔽pollution, 🔽consumption, 🚫deforestation &amp; 🔼 #ClimateAction. https://t.co/ckj1PqiVvv",Sat Sep 29 15:35:43 +0000 2018
"RT @UNDPaf: #Bamyan is the safest historical province of #Afghanistan.
It hosts around 200,000 national and international tourists every ye…",Sat Sep 29 12:40:15 +0000 2018
Recycling flowers to save the #GangesRiver? Pilgrims leave 8M tonnes of flowers on the banks of this ancient river. Arsenic &amp; toxic fertilizers from 🌺  end up polluting the river. This #socent is turning to the #circulareconomy to #BeatPollution: https://t.co/Z64kkIgNYg https://t.co/CeDWMqlaIn,Sat Sep 29 10:00:22 +0000 2018
"Mewaseh is the general manager of a soap company in Liberia. It's so popular that fans travel from as far the Guinean border for their soap. After taking BOSS, @UNDPLiberia's mgt training, Mewaeh has improved accounting &amp; efficiency like a 😎 pro: https://t.co/JXj8j8Lchg #SDGs https://t.co/Jx2bL0eb14",Sat Sep 29 07:00:15 +0000 2018
More people die today of tuberculosis than of any other infectious disease. It affects the poorest amongst us. @GlobalFund spotlights the changemakers who are working tirelessly to bring healthcare to the furthest flung corners of the globe: https://t.co/e6h9m3c981 #EndTB #UNGA https://t.co/X7b5OrzjGG,Sat Sep 29 04:00:08 +0000 2018
Ahmad is a deradicalization expert. He works for the Malaysian govt. He has a unique job. He rehabilitates terrorists. See @UNDPasiapac's Q&amp;A with him about his job: https://t.co/voGI4a3Iss #BuildPeace #EndExtremism https://t.co/uIU8eAZ6Bo,Sat Sep 29 02:00:10 +0000 2018
"#LLDCs face specific challenges &amp; we need to ensure on finding pathways towards #sustainable development, to eradicate poverty, reduce inequality &amp; protect the environment for future generations. - @ASteiner: https://t.co/nQxnZy4OaL #UNGA https://t.co/Ig40sP5ezH",Sat Sep 29 01:00:18 +0000 2018
"RT @ASteiner: Turkey’s new initiative in partnership with @UNDP, #SDGImpact Accelerator to focus on #refugees &amp; #LDCs was announced by @UND…",Fri Sep 28 23:00:20 +0000 2018
"Of the 100 crop species that provide 90% of the world’s food, over 70 are pollinated by 🐝🐝🐝:.  Meet the women farmers &amp; beekeepers on a mission to #SavetheBees. #SDGsAndHer https://t.co/UHFJBzCZwf",Fri Sep 28 21:00:36 +0000 2018
@WoodwarddianneJ @KhalilEJahshan @WorldBank @UNDPYEMEN Excellent point Dianne. @undpalestinian has been providing #solarenergy projects to schools &amp; hospitals in Gaza since the early 2000s. Here's 1 of them: https://t.co/f62nhnTdA0,Fri Sep 28 20:24:40 +0000 2018
"How can workers prepare for the jobs of tomorrow? @maryesnapp, @Microsoft Corporate VP &amp; Head of @msphilanthropic offered these tips at our #Tech2030 event at #UNGA earlier this week. https://t.co/bATm7SFuSK",Fri Sep 28 20:00:01 +0000 2018
"There's no peace without justice &amp; no justice without peace. Good governance, just rule of law, transparent justice &amp; security for protecting #humanrights = 💖 of #SDG16. Tune into our #SDG16plus event at 1:15PM EDT: https://t.co/w1JrvPkiXo #UNGA⁠ ⁠ https://t.co/swieiBNyDF",Fri Sep 28 17:21:23 +0000 2018
"Left in the dark, facing power cuts + fuel shortages, w/ aid from @WorldBank, @UNDPYEMEN brings #solarpower to hospitals, schools + communities most affected by the conflict in #Yemen: https://t.co/AwcIihkhVi #Dev4Peace https://t.co/TtKRrirePp",Fri Sep 28 17:00:44 +0000 2018
"Quickly collecting data to assess what people need to #BuildBackBetter after crisis is critical during after a conflict or disaster. At 2PM, @ASteiner will mark 10-yrs of partnership w/ @WorldBank &amp; @EU_Commission on crisis recovery: https://t.co/lXeGZQK7N8 https://t.co/2QsHDBjNdG",Fri Sep 28 17:00:00 +0000 2018
RT @ASteiner: .@AminaJMohammed + @AU_Chergui + Gov of #Sudan on #Darfur's co-Chair key event on transition from #peacekeeping to #peacebuil…,Fri Sep 28 16:31:26 +0000 2018
"There's a #changemaker behind every movement for #HumanRights. From #EndChildMarriage to champions for #WomensRights, meet some of our global changemakers: https://t.co/7y9P5U3iHT https://t.co/SqQFIgb2LZ",Fri Sep 28 16:00:02 +0000 2018
"Over the past decade, our partnership with @WorldBank &amp; @EU_Commission has helped 48 countries pave a roadmap to #BuildBackBetter after crisis. @RitaMissal explains more about today's 2PM #Dev4Peace event at #UNGA. https://t.co/zlAkjiHBvE",Fri Sep 28 15:51:52 +0000 2018
"Only 20% of women in Katila can read &amp; write. After the 2013 ethnic clashes in this region of #Darfur, @UNDP_Sudan has been providing literacy classes to women &amp; youth from all groups thru the Darfur Community Peace &amp; Security Fund: https://t.co/EFHZtuJyWA #BuildPeace https://t.co/RAQk64VLmF",Fri Sep 28 15:03:00 +0000 2018
"1/3 of the world's out-of-school youth live in areas affected by disaster or conflict. Follow @UNDP4Youth  for updates from today's #UNGA event on new Youth, ☮️  &amp; Security Agenda for preventing violent extremism. 📱 live 👉: https://t.co/ukA7pSgU83 #Youth4Peace https://t.co/sK8fdJd1mB",Fri Sep 28 14:46:09 +0000 2018
"RT @UNPeacebuilding: Young people are not only the future, they are also the present. They should be fully engaged and included in solving…",Fri Sep 28 14:22:14 +0000 2018
"Arsenic, lead, &amp; cadmium from🌼🌺 enter India's Ganges River every yr. @nesta_uk's @geoffmulgan &amp; @UNDP_innovation's @bkumpf highlights how #socents are applying frontier tech into the #circulareconomy to save an ancient lifeline: https://t.co/lrUD8E3Y4b #Tech2030 https://t.co/BONpKvTHgd",Fri Sep 28 14:15:35 +0000 2018
RT @UNDPArabic: What role can you play in raising awareness of the Sustainable Development Goals #SDGs in your community or your country? S…,Fri Sep 28 12:16:03 +0000 2018
"Non-communicable diseases are not only #health concerns but developmental issues. 2% of #globaldev aid for health is addressing 60% of #NCDs. Good health is a driver, indicator &amp; contributor to #sustdev - @ASteiner remarks at #UNGA: https://t.co/3V567fbw2m #BeatNCDs https://t.co/XEZLPUI68u",Fri Sep 28 12:01:03 +0000 2018
"Today at 2PM, @ASteiner will join @WorldBank &amp; @EuropeAid to mark a decade of @UN partnership. They'll also explore the future of emergency response &amp; recovery after crisis. #Dev4Peace #UNGA https://t.co/3asd7yEBUG",Fri Sep 28 11:00:48 +0000 2018
Extreme cold spells in winter. Longer heat waves in summer. Storms of the century becoming a seasonal norm. These weather phenomenons are harbingers of #climatechange. It's up to all of us to do our part for the environment. #ClimateAction #Climate2020 https://t.co/OG6hVOkDrg,Fri Sep 28 10:00:00 +0000 2018
"RT @UNDP4Youth: 🕊10AM NY time tomorrow, Fri: Join us for the high-level event/launch of the Progress Study on Youth, Peace and Security (fu…",Fri Sep 28 09:31:54 +0000 2018
"The world loses the equivalent of 1,000 football fields of forests every hour. Earth’s rainforests regulate global rainfall. When one loses too many trees, the effects can be felt half a world away in the weather:  https://t.co/PHiqp53c0f #ClimateAction #Climate2020 https://t.co/d7sHe1Ucob",Fri Sep 28 09:00:00 +0000 2018
"Wetlands like peatlands can filter 20–60% of metals that pollute our freshwater. Since 1900, humans have cleared 64–71% of 🌎 wetlands. We restore wetlands thru @EuropeAid's #ClimaEast: https://t.co/mTotEm6gey  #Climate2020 #ClimateAction #ParisAgreement https://t.co/sJZiUZj4pW",Fri Sep 28 08:00:01 +0000 2018
"Missed the #UNGA premiere of @UNDPMongolia's 🎥 #BlueGold documentary on #ClimateChange, disappearing glaciers &amp; water in Mongolia? Watch it 👉: https://t.co/LIGmPxxpmd #ClimateAction #UNGA https://t.co/BSAaLLLK82",Fri Sep 28 07:00:01 +0000 2018
"""Every breath of air we take, every mouthful of food we eat, depends upon a healthy natural world"" - Sir David Attenborough: https://t.co/vgLnxsVuRr #ClimateAction #Climate2020 https://t.co/ai3clBYC8y",Fri Sep 28 06:00:00 +0000 2018
".@TheEconomist joining #LionsShare marks what creative partnership can bring w/ @MarsGlobal, @Nielsen &amp; @FinchCompany. It invites media companies to donate 0.5% of ad revenue to wildlife conservation around the world - @ASteiner: https://t.co/5ogZGftwjn https://t.co/fyB908zHgv",Fri Sep 28 05:00:10 +0000 2018
"RT @KerstiKaljulaid: Too often #digitalisation within countries happens in isolation, effectively meaning that everybody is inventing the w…",Fri Sep 28 04:14:34 +0000 2018
"Young journalists, take the #IATIResearchChallenge! Create an #AidData story using @IATI_aid data &amp; enter to win a new 💻 or tablet. https://t.co/kILmmU1iMM #RightToKnow #AccessToInfo https://t.co/qVndfK5yow",Fri Sep 28 04:12:47 +0000 2018
"How can we unleash the potential of #IslamicFinance and #impactinvesting 
through innovative investors &amp; instruments to achieve the #SDGs? - @Gettu answers at #UNGA event: https://t.co/9eehlNKckf https://t.co/qn0q8kC2eQ",Fri Sep 28 03:00:08 +0000 2018
"RT @ASteiner: The #DigitalRevolution is transforming public services &amp; their potential to reach everyone, everywhere. @MFAestonia &amp; @UNDP l…",Fri Sep 28 01:43:36 +0000 2018
@stmcneil @UNDPMongolia Please try this one to view the film: https://t.co/PDnAOva6Lr,Fri Sep 28 00:09:42 +0000 2018
"More people die today of tuberculosis than of any other infectious disease. It affects the poorest amongst us. @GlobalFund spotlights the changemakers who are working tirelessly to bring healthcare to the furthest flung corners of the globe. #EndTB #UNGA
https://t.co/xLNmZWGFw2",Fri Sep 28 00:00:26 +0000 2018
"""#ClimateChange &amp; #GlobalWarming has been happening way before Mongolia began its 10 year economic boom &amp; coal use. Those who caused it has to help. #ClimateAction is a mutual obligation"" - H.E. Tsogbaatar Damdin, Mongolian Minister of Foreign Affairs on disappearing #BlueGold. https://t.co/YnNflQnMD8",Thu Sep 27 23:39:23 +0000 2018
"""In #Mongolia, as 1 of the world's largest exporters of coal, both the economy &amp; inhabitants rely on coal for 🍳 &amp; heat. Mongolia is actively taking steps in its steps against #climatechange. The solutions to the problems are in our hands"" - @HaoliangXu at #BlueGold 🎥 premiere. https://t.co/PEN6Biu2E1",Thu Sep 27 23:21:45 +0000 2018
RT @UNDPasiapac: The film #Bluegold by @UNDPMongolia brilliantly illustrates the reality and risks of climate change but also gives hope fo…,Thu Sep 27 23:19:12 +0000 2018
"Tuning into @UNWebTV for the global launch of our 🎥 #BlueGold premiere on #ClimateChange, disappearing glaciers &amp; water in Mongolia? Watch @UNDPMongolia's full documentary here 👉 https://t.co/LIGmPxxpmd #ClimateAction #UNGA https://t.co/HgD971hF62",Thu Sep 27 23:00:01 +0000 2018
"“The govt of #Mongolia has undertaken 255 activities for #Climate2020 &amp; #By2030 to reduce GhG by 14%. ⏏️ investment in #greentech, renewable energy &amp; environmental protection,” said H.E. Damdin, Minister of Foreign Affairs of nat’l ClimateAction at #BlueGold 🎥premiere at #UNGA https://t.co/cYdPQQqO73",Thu Sep 27 22:59:25 +0000 2018
"Tune in now for the world premiere of #BlueGold, our new documentary 🎥 about disappearing water in Mongolia. 40% of glaciers have melted in the past 3 decades &amp; 25% of land has turned to desert. #ClimateChange is an existential threat for Mongolia: https://t.co/lXeGZR1JbI #UNGA https://t.co/l9iw8elN9U",Thu Sep 27 22:30:00 +0000 2018
"40% of Mongolia's glaciers have🔻 disappeared in 3 decades. As a result, safe drinking water is disappearing for the country's nomadic herders who represent 1/3 of the nation's population. Tune in 6:30PM EDT for the 📽️ premiere of #BlueGold at #UNGA: https://t.co/5mRs0QyWqq https://t.co/6AU3QKzYtu",Thu Sep 27 22:00:35 +0000 2018
"RT @ASteiner: Imagination at work, the #LionsShare is the future of how the private sector can join the global family in tackling critical…",Thu Sep 27 19:51:49 +0000 2018
"We need the world’s top talent to join our Leadership Team. Are you ready to do remarkable things at @UNDP for #GlobalDev? Click on the link to apply to our Associate Administrator opening. Join our #NextGenUNDP journey:
https://t.co/W4BqD1nF1c https://t.co/GLaHHyKzy1",Thu Sep 27 19:00:06 +0000 2018
RT @ASteiner: W/portfolio of 140+ experiments in 85 countries @UNDP Denmark #innovation partnership attracted 50% MORE private sector partn…,Thu Sep 27 18:04:10 +0000 2018
".@UNDP, @SecComMY &amp; @isdb_group announce new #GreekSukuk collaboration to achieve #ClimateAction &amp; #SDGs across the globe. More from #IF4SDGs event at #UNGA today: 
https://t.co/R8Uny3XnQt https://t.co/UzDN9Ck6SO",Thu Sep 27 17:55:31 +0000 2018
Wonderful morning with our partners and Goodwill Ambassador @nikolajcw at the #LionsShare launch event. Congrats to @Nielsen &amp; @theeconomist for officially signing up to the #LionsShare. Learn more about the Fund here: https://t.co/VsYfFQxxDb #UNGA https://t.co/jPrFpTeWpt,Thu Sep 27 17:19:30 +0000 2018
"LIVE NOW🎥
Tech, innovation and human ingenuity. Tune @UNDP_innovation #Tech2030 talk on harnessing tech to create solutions for the world's most pressing global development challenges: https://t.co/5mRs0QyWqq
#UNGA https://t.co/mKyLakZ6Lh",Thu Sep 27 17:15:06 +0000 2018
"✔️3-D printed prostheses for survivors of conflict
✔️An open-source 🛰️ data portal for biodiversity conservation.
✔️ Behavioral science to prevent violent extremism.
See @UNDP_innovation's results funded by #DKAid.   
https://t.co/97eXMV389Z  
#UNGA #NextGenUNDP #Tech2030 https://t.co/xhvEL0Cfdn",Thu Sep 27 16:59:09 +0000 2018
This is what funding #conservation can do: w/ @dicapriofdn &amp; @OrangutansSOS we’re buying a strip of land in #Sumatra to save #wildlife. Calling on businesses to join the #LionsShare and help us protect #biodiversity and support #animalwelfare. https://t.co/LzxUoIyqXQ,Thu Sep 27 15:28:45 +0000 2018
The #LionsShare was launched this morning with several promising projects in the pipeline: buying land to safeguard #wildlife and its habitat and upgrading comms systems to support law enforcement protecting wildlife. https://t.co/6FJ4hZG5zc,Thu Sep 27 15:07:00 +0000 2018
RT @UN: .@UNDP Goodwill Ambassador &amp; #GameofThrones star @nikolajcw is at #UNGA to talk about the #LionsShare initiative: https://t.co/9hBW…,Thu Sep 27 15:04:57 +0000 2018
RT @PNUDLAC: We will not be silent until we end violence against women. No woman should be subject to violence just for being a woman @Amin…,Thu Sep 27 15:04:43 +0000 2018
RT @europeaid: .@MimicaEU launches the €50M EU-UN #SpotlightEndViolence Latin America programme with a call to action: It is time to create…,Thu Sep 27 14:48:53 +0000 2018
"RT @UNDPEurasia: New hiking trails, artisan shops, overnight stay in a yurt or modern guest house, and more. This previously remote area of…",Thu Sep 27 14:45:34 +0000 2018
"Watch live! Our Goodwill Ambassador, Prince Haakon joins an amazing lineup of global leaders at The 5th International Conference on Sustainable Development. Tune in for his inspiring talk on development and human progress! https://t.co/lsLxJTIMPK #KAPTalk #UNGA #ICSD2018 https://t.co/nA0RQvWYQq",Thu Sep 27 13:01:48 +0000 2018
How can Islamic finance and #impactinvesting support #SDGs? Tune in 27 September at 10:00AM EDT to our #IF4SDGs event at #UNGA⁠ ⁠with @SecComMY &amp; @isdb_group: https://t.co/lXeGZR1JbI #Act4SDGsAR https://t.co/bnQ50TJneK,Thu Sep 27 12:11:44 +0000 2018
RT @ASteiner: Great news! ⁦@TheEconomist⁩ Group has joined “The Lion’s Share” - an exciting new partnership for wildlife and conservation.…,Thu Sep 27 09:45:38 +0000 2018
.@ASteiner to mark a decade of @UN partnership w/ WorldBank &amp; #EU on post disaster needs assessment methodology this Friday. These PDNAs have served as roadmaps to #BuildBackBetter after 65 crises in 48 countries. @RitaMissal explains. #UNGA #Dev4Peace https://t.co/zlAkjiHBvE,Thu Sep 27 07:00:26 +0000 2018
The #SyriaCrisis continues to be about human lives most affected inside #Syria &amp; in the region. Our support remains critical to alleviate suffering &amp; to give #Syrians hope for the future - @ASteiner's remarks at #EU-hosted high-level mtg at #UNGA: https://t.co/cjCbKH5A9p https://t.co/6j0gPibvMM,Thu Sep 27 05:00:07 +0000 2018
At least 35% of vacation travel is #ecotourism like this @UNDPEurasia supported #ViaDinarica trail in the Balkans. Our report with @UNWTO examines the power of sustainable travel for #ClimateAction: https://t.co/yI0FqldFcE #WTD2018 #WorldTourismDay https://t.co/qPeIKRPFMu,Thu Sep 27 04:00:00 +0000 2018
"62% of ppl in the least developed countries have no access to electricity, compared with 10% across other developing countries. 3 key highlights from @TGettu on how to accelerate progress in #LDCs: https://t.co/Uo1zL2Roxv #UNGA https://t.co/rE182b2nIo",Thu Sep 27 02:00:12 +0000 2018
RT @UNDP_innovation: TOMORROW: “Making innovation and technology work for development: Leapfrogging towards the #SDGs”. We are excited to s…,Thu Sep 27 01:00:25 +0000 2018
How can Islamic finance and #impactinvesting support #ClimateAction? Tune in 27 September at 10:00 AM EDT to our #GreenSukuk event at #UNGA with @SecComMY &amp; @isdb_group: https://t.co/lXeGZR1JbI https://t.co/4o41Ep1OLc,Thu Sep 27 00:00:28 +0000 2018
"Mongolia's glaciers have ⬇️40% since the 1990s. As a result, life-giving water is disappearing. Tomorrow at 6.30PM EDT, @UNDPMongolia will premiere #BlueGold, our new 🎥 about #climatechange in Mongolia at #UNGA: https://t.co/6UVRSDQD8Q #OnePlanetSummit https://t.co/p4wRJTcKs1",Wed Sep 26 21:00:02 +0000 2018
"About 25% of the world's population has latent tuberculosis, which means people are infected but are not sick &amp; cannot transmit the disease yet. Funded by @GlobalFund, our mobile x-rays bring cutting edge #EndTB diagnostics to remote places like Tuvalu. #Health4All https://t.co/NdOVwMFTO8",Wed Sep 26 20:36:21 +0000 2018
"RT @ASteiner: Thank you @EU @FedericaMog for hosting #SyriaCrisis meeting. 17M Syrians continue to live in Syria, struggling 2 find peace &amp;…",Wed Sep 26 20:06:50 +0000 2018
"Despite the many challenges, thanks to the support of our generous donors, so far in 2018, @UndpSyria has reached 2.14M Syrians w/ #Cash4Work &amp; #smallbiz support to sustain🚰 🚽 💡, roads, farms, clinics &amp; schools. See @ASteiner's statement at #SyriaConf18 https://t.co/iLwS0KrXPU https://t.co/rQctMEzXoV",Wed Sep 26 19:57:46 +0000 2018
"RT @UNDP_innovation: TOMORROW: The scope &amp; scale of the #SDGs demands doing development differently: harnessing breakthroughs, unlocking te…",Wed Sep 26 17:49:09 +0000 2018
"Our Goodwill Ambassador, Crown Prince Haakon🇳🇴 has been a long time champion of #globaldev, esp. #genderequality, #Youth2030 &amp; #climateaction. Tune in Sept. 27 at 9AM EDT for his #ICSD2018 talk on development &amp; human progress @Columbia: https://t.co/kIspAsqCL7 #KAPTalk #UNGA https://t.co/VbUjGBO0cN",Wed Sep 26 17:48:54 +0000 2018
RT @UNDPArabStates: Countries like Lebanon are stretching resources thin to meet needs of refugees from Syria and vulnerable hosts. UNDP is…,Wed Sep 26 17:13:37 +0000 2018
